total_vacation_days,vacation_per_month,vacation_per_weekday,vacation_per_week
30,"[0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 15, 0]","[5, 5, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 1, 0, 0, 0, 0, 0]"
30,"[15, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0]","[5, 5, 4, 4, 4, 4, 4]","[7, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"[0, 0, 15, 0, 0, 0, 0, 6, 9, 0, 0, 0]","[4, 5, 4, 4, 4, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"[15, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0]","[5, 4, 5, 4, 4, 4, 4]","[7, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"[15, 0, 0, 0, 0, 4, 11, 0, 0, 0, 0, 0]","[5, 4, 5, 4, 4, 4, 4]","[7, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"[15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 0]","[5, 4, 5, 4, 4, 4, 4]","[7, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 3, 0, 0, 0, 0, 0, 0, 0]"
30,"[0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 11, 4]","[4, 5, 4, 4, 4, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 2, 0, 0, 0, 0]"
30,"[0, 0, 0, 15, 0, 0, 0, 0, 15, 0, 0, 0]","[4, 4, 4, 4, 4, 4, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"[0, 0, 0, 7, 8, 0, 0, 15, 0, 0, 0, 0]","[4, 5, 4, 4, 4, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"[0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 12]","[4, 4, 5, 4, 4, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 3, 0, 0, 0]"
30,"[0, 0, 0, 7, 8, 0, 0, 0, 0, 15, 0, 0]","[4, 5, 4, 4, 4, 5, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"[0, 0, 0, 7, 8, 0, 0, 4, 11, 0, 0, 0]","[4, 6, 4, 4, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"[15, 0, 0, 0, 0, 0, 0, 0, 4, 11, 0, 0]","[5, 4, 4, 5, 4, 4, 4]","[7, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"[0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 15]","[4, 4, 4, 5, 4, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 4, 0, 0]"
30,"[0, 0, 0, 0, 0, 15, 0, 0, 15, 0, 0, 0]","[4, 5, 4, 5, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
